"","SCE_Cab","SCE_Cw","SCE_LAI","SCE_Cm","SCE_Car","ann_neon_Cab","ann_neon_Car","ann_neon_Cw","ann_neon_Cm","ann_neon_LAI","B02","B03","B04","B05","B06","B07","B8A","B11","B12","ARVI","BIOM","CHM","EVI","fPAR","LAI","MSI","NDII","NDLI","NDNI","NDVI","NDWI","NDMI","PRI","SAVI","WBI","coords.x1","coords.x2"
"69",36.7258316359964,0.0299999996294142,0.986664296611266,0.029999904113643,49.9999946776533,1.55538097832061,21.9894190499607,0.011796508509886,0.00665638309741986,2.49616285943029,0.0409,0.076,0.0599,0.1372,0.297,0.3299,0.36,0.2481,0.1377,0.644850134849548,21.8276119232178,0,0.508137345314026,0.420447498559952,1.45762586593628,0.665515661239624,0.14955236017704,0.0465964078903198,0.160667106509209,0.744151771068573,-0.0286363437771797,0.459725439548492,-0.0704887360334396,0.492575734853745,1.01435089111328,629090,3691210
"70",24.6407600750862,0.0299426832625442,0.575304635456677,0.0299999602330437,49.9999826112203,-12.4215056430977,21.3592248511775,-0.00497910697328972,0.00774410930615197,0.429490659209463,0.0523,0.0862,0.0898,0.1622,0.2541,0.2814,0.3197,0.3136,0.1942,0.468575030565262,18.22287940979,0,0.390693873167038,0.323424994945526,1.02876937389374,0.93523782491684,-0.00868853274732828,0.0416726842522621,0.139568015933037,0.620318293571472,-0.102382518351078,0.386163115501404,-0.0929508283734322,0.398553460836411,0.975873529911041,631250,3695910
"72",32.7161829957807,0.0299999999095893,0.819866006694797,0.0299999997441834,49.9999661052333,-2.72794707329212,20.2917669023986,0.00476467661195036,0.00743404295950293,2.12320424288192,0.05,0.0865,0.0739,0.1509,0.2916,0.3292,0.3596,0.2835,0.1625,0.544899046421051,19.6362953186035,0,0.481559783220291,0.396555006504059,1.332390666008,0.90392804145813,0.00835400354117155,0.0494559928774834,0.160344257950783,0.668974161148071,-0.0854443535208702,0.384315103292465,-0.072498083114624,0.468319952487946,0.988014280796051,628230,3693690
"73",31.4547850037629,0.0299999998659657,0.906442552544602,0.012695369827627,49.9999591316431,1.05694529587446,23.4695737816742,0.0119777639789152,0.00655207862486214,2.47674410922944,0.0386,0.0738,0.0587,0.1352,0.2848,0.3223,0.3521,0.2439,0.136,0.63169926404953,21.5939846038818,0,0.488599479198456,0.405392497777939,1.38531363010406,0.704516589641571,0.123595923185349,0.0458352416753769,0.158659130334854,0.736212134361267,-0.0442906804382801,0.446001797914505,-0.0759468078613281,0.478124767541885,1.0061821937561,629090,3691290
"74",35.6029914373757,0.0299999988644296,0.756533620618888,0.0299999929007474,49.9999289277286,-3.30840912678007,23.0487461608557,0.00304273782009512,0.00736512203919709,1.92069115132382,0.0391,0.0731,0.0618,0.1289,0.2451,0.2828,0.3112,0.2594,0.1504,0.593910396099091,20.9490528106689,0,0.423189580440521,0.352259993553162,1.14912009239197,0.832736730575562,0.0399291291832924,0.0425954274833202,0.149354577064514,0.714303612709045,-0.0775115713477135,0.398392647504807,-0.0797706544399261,0.427346259355545,0.997552037239075,628950,3691890
"75",26.2786626629425,0.0299999998344777,0.595523693434135,0.0299999870942019,11.9914515892109,-11.6054193048913,16.1129183391575,-0.00568739020033249,0.00800816405410523,0.641453707017438,0.0568,0.0937,0.0851,0.154,0.2549,0.2853,0.3095,0.3056,0.1874,0.48210197687149,18.1541175842285,0,0.383303105831146,0.30851748585701,0.976718604564667,0.94178581237793,-0.0181202590465546,0.0430158078670502,0.147835358977318,0.619658410549164,-0.0927083641290665,0.356840759515762,-0.0723604708909988,0.385604858398438,0.985707938671112,631730,3690730
"76",24.8200890003914,0.0299824385242773,0.695191504384598,0.0299999889950191,49.9999949230189,-7.23143175004586,20.1209800307541,0.00117887034545722,0.00739424346974572,1.74743834828312,0.0532,0.0971,0.0866,0.1678,0.2864,0.3156,0.3439,0.301,0.1885,0.46982753276825,18.0960292816162,0,0.442555874586105,0.36370000243187,1.20210933685303,0.857434630393982,0.0370512716472149,0.0425118878483772,0.151085764169693,0.616317272186279,-0.0773063153028488,0.446139097213745,-0.0939337238669395,0.439196556806564,0.978457629680634,628570,3694130
"77",31.0253669660544,0.0299999991013112,0.971321640423493,0.0129434654795091,49.9881995547357,1.82516049385965,24.4920612185348,0.0125593613584604,0.0066077438495864,2.56492399890667,0.0407,0.0757,0.0595,0.1411,0.304,0.3393,0.3722,0.2456,0.1339,0.642122268676758,21.8384971618652,0,0.517245292663574,0.430429995059967,1.50752592086792,0.66376519203186,0.152162656188011,0.0478057116270065,0.161939308047295,0.744516253471375,-0.0287433471530676,0.464476853609085,-0.0729528665542603,0.501568496227264,1.01601481437683,629090,3691250
"79",29.6703141986632,0.0299999999924268,0.777300635322535,0.0299999678943939,40.9248349570059,-3.52651769335713,20.6710131339903,0.00499630303111888,0.00722137205329674,2.05756006042072,0.0487,0.0869,0.0726,0.1536,0.2868,0.31,0.343,0.2803,0.1663,0.563698709011078,20.1496448516846,0,0.455004632472992,0.375572502613068,1.24795162677765,0.779126524925232,0.0763139724731445,0.0431318655610085,0.154126450419426,0.686028122901917,-0.0629144459962845,0.424216061830521,-0.0808316394686699,0.449612677097321,0.991935908794403,628490,3694010
"80",33.2697682520659,0.0299992966764771,0.828288849214566,0.0299999999067095,49.9999096424447,-1.87670073990171,20.4215136789811,0.00430587197768336,0.00758121633775497,2.13629505383505,0.0484,0.0865,0.0695,0.149,0.2955,0.3257,0.3605,0.2849,0.1586,0.583253860473633,20.4319400787354,0,0.471910953521729,0.38697749376297,1.29338335990906,0.796069025993347,0.0633197203278542,0.0459100641310215,0.156014442443848,0.695986092090607,-0.0608984343707561,0.39752459526062,-0.0686615705490112,0.460530400276184,1.00273263454437,628390,3693810
"82",33.9316860496724,0.0299999783758214,0.790147812580511,0.0299998410197842,49.9971552167599,-2.70938244247448,20.0822977612808,0.00676027956989395,0.00689037601863193,2.08593762780309,0.0416,0.0779,0.0655,0.1336,0.2588,0.2977,0.3224,0.2592,0.1535,0.591728031635284,20.8945217132568,0,0.445770353078842,0.371470004320145,1.23234713077545,0.822275638580322,0.0481088981032372,0.0435248948633671,0.150571897625923,0.712451219558716,-0.0707142278552055,0.415058046579361,-0.0792806297540665,0.446232914924622,1.00097405910492,628950,3691910
"83",30.5372045076373,0.0299999999643262,0.731927085763959,0.0299956048811843,49.9999995794624,-5.13202182016179,20.2953889035454,0.00122350678496744,0.00754282313355573,1.81065017708614,0.0463,0.0843,0.07,0.1453,0.2667,0.3016,0.323,0.2786,0.1674,0.546617984771729,19.6595478057861,0,0.443508684635162,0.361122488975525,1.19090259075165,0.849436819553375,0.0341596268117428,0.0427023693919182,0.151127070188522,0.670128226280212,-0.0711870044469833,0.412142217159271,-0.0718510821461678,0.437876224517822,0.996306240558624,628770,3692050
"84",30.9682071965835,0.0299999914419735,0.771870791393734,0.0299999954681316,49.9999066520388,-3.87825351543668,19.2984126202988,0.00449724016872427,0.00732847923773427,2.048946178853,0.0499,0.0906,0.0766,0.1562,0.2954,0.3248,0.361,0.2934,0.1748,0.560203075408936,20.1040325164795,0,0.469398111104965,0.388362497091293,1.30703210830688,0.823203921318054,0.0531962960958481,0.0432214923202991,0.150338396430016,0.685221135616302,-0.06264828145504,0.44211134314537,-0.0809517055749893,0.462657988071442,1.00252950191498,628910,3692110
"85",29.5695983590451,0.0299999992871333,0.908379583299979,0.0101136563954296,49.9999927141407,1.45474119622779,24.4294483805752,0.0122732123278977,0.00649715029160721,2.48441025244569,0.0377,0.0729,0.0572,0.1355,0.2843,0.3185,0.3453,0.239,0.133,0.648931503295898,21.9689273834229,0,0.4947110414505,0.410257488489151,1.41271817684174,0.668581128120422,0.147083416581154,0.0465829931199551,0.160244315862656,0.748948454856873,-0.0379553511738777,0.451527118682861,-0.0729256868362427,0.483419448137283,1.01033818721771,629150,3691310
"86",36.1694807106806,0.0299999635305528,1.01133723974828,0.0299999999824331,37.9614184967378,1.19298764813093,22.9061254203284,0.0106493428059374,0.00692955082253275,2.5114534804104,0.0438,0.0812,0.0613,0.1497,0.3205,0.3587,0.3889,0.264,0.1443,0.673610508441925,22.5139331817627,0,0.536589205265045,0.44777250289917,1.58863139152527,0.647135078907013,0.160848870873451,0.0505597144365311,0.16607865691185,0.767871201038361,-0.0195946712046862,0.455873638391495,-0.0660665184259415,0.518088161945343,1.0268120765686,629790,3690850
"88",32.7893321693372,0.0299999950757968,0.831945011484208,0.0100073546583539,49.9999997325623,-0.250627281320558,22.4834939122737,0.0107516161718641,0.00660354105414924,2.37690456580832,0.0386,0.0724,0.0573,0.132,0.2742,0.3158,0.3497,0.2529,0.1443,0.679611444473267,22.8270626068115,0,0.509754657745361,0.429452508687973,1.49881267547607,0.672114491462708,0.141521617770195,0.0484159141778946,0.161274254322052,0.778081655502319,-0.0369690917432308,0.453599959611893,-0.0760624706745148,0.50141441822052,1.02074837684631,628970,3691950
"89",28.2165422527533,0.0299990586762298,0.902059911983433,0.0100000139671137,49.9999994139325,0.138094378202599,20.2139909723518,0.0123616673057191,0.00653360726643787,2.50428617594254,0.0433,0.0836,0.0638,0.149,0.3072,0.3456,0.3751,0.258,0.1472,0.63499504327774,21.6937675476074,0,0.522851765155792,0.434837490320206,1.52911710739136,0.692949116230011,0.132399022579193,0.0496247820556164,0.163306519389153,0.739598095417023,-0.0300723966211081,0.455812990665436,-0.0750251859426498,0.506083071231842,1.02392816543579,628810,3691670
"90",45.6553419959114,0.0299999999314048,1.08597681300761,0.0299999846828583,12.4679902279719,4.86192355948756,12.8468152009647,0.0117033829907938,0.0069492981824011,2.55426869030037,0.0445,0.0789,0.0571,0.126,0.317,0.361,0.3889,0.2519,0.1332,0.664232850074768,21.9939193725586,0,0.565344095230103,0.463562488555908,1.65051245689392,0.672994375228882,0.144369959831238,0.0558349639177322,0.174683928489685,0.748166382312775,-0.0215454362332821,0.454696953296661,-0.0563898272812366,0.528605103492737,1.03920412063599,626970,3695190
"92",28.0528216700788,0.0299656622557941,0.833562077150577,0.0100014514783552,49.8427055892739,-0.555161856251974,21.3058937645024,0.0139344966235137,0.00591930955133796,2.39256452788338,0.0378,0.0734,0.0549,0.1299,0.2534,0.292,0.3199,0.2311,0.1332,0.636237442493439,21.7232818603516,0,0.4854596555233,0.402692496776581,1.37944436073303,0.703956425189972,0.127165362238884,0.0476396456360817,0.154772892594337,0.739386260509491,-0.0388380624353886,0.451066821813583,-0.0697064623236656,0.475309044122696,1.0251739025116,626690,3694830
"93",25.5665567912608,0.0299999804406241,0.6871482239365,0.0156888469363557,49.9999213983336,-4.28838638972327,19.9004851780763,0.00355760733458051,0.00722725962116473,1.90055206620375,0.0466,0.0823,0.0698,0.1387,0.2525,0.2803,0.3076,0.2617,0.155,0.492738902568817,18.5021553039551,0,0.383419573307037,0.309354990720749,0.983591854572296,0.962627768516541,-0.0306723304092884,0.0440511144697666,0.151381984353065,0.630119740962982,-0.10081373155117,0.353183150291443,-0.0745790228247643,0.387305825948715,0.989393293857574,627150,3694990
"94",31.5958891388453,0.0299999938559304,0.746553241097942,0.0196950842123765,49.9999228676138,-2.13639846186585,20.4138236328007,0.00338540557613106,0.00742217921043641,1.96899970549593,0.0424,0.0765,0.0634,0.1334,0.2648,0.2976,0.3153,0.2637,0.154,0.591630816459656,20.8126182556152,0,0.439463078975677,0.363737493753433,1.20193958282471,0.813998162746429,0.0508468188345432,0.0441786609590054,0.154536485671997,0.709664344787598,-0.066931463778019,0.397164195775986,-0.0760489851236343,0.439284116029739,1.00325739383698,628870,3691870
"96",33.4227126522621,0.0299999998433893,0.774232573266241,0.0298483751653674,49.9998110769696,-3.12886461557634,23.5835429553671,0.00247271460959462,0.00753820150442862,1.94213437163849,0.0413,0.0763,0.0641,0.1367,0.2584,0.294,0.3187,0.2648,0.1522,0.58856201171875,20.7858943939209,0,0.441112250089645,0.365640014410019,1.21293127536774,0.784634530544281,0.0686884373426437,0.0440058149397373,0.154387772083282,0.708755791187286,-0.0597106926143169,0.408391177654266,-0.0762373358011246,0.441461443901062,1.00705933570862,628890,3691850
"97",24.9965116481426,0.0299999999459118,0.760607205678656,0.0100000004542068,49.9988872157538,-2.7260393573949,22.7516544999051,0.00802739718685128,0.0068358037284645,2.21372199320211,0.0441,0.0857,0.0754,0.1568,0.2906,0.3281,0.3549,0.275,0.1644,0.533708035945892,19.760570526123,0,0.45850020647049,0.383419990539551,1.29153382778168,0.77290153503418,0.0814333409070969,0.0463110730051994,0.155583277344704,0.673919320106506,-0.0516482666134834,0.444765627384186,-0.0942819267511368,0.459844142198563,1.01143968105316,628990,3691830
"98",35.849634777467,0.0299999994427556,0.796507796560718,0.0299999954777527,49.9097857273317,-2.07646907888283,23.4779876836199,0.00665440952441355,0.00696735438203449,2.12458561908685,0.0393,0.074,0.0633,0.1344,0.2653,0.2955,0.3298,0.2634,0.1542,0.620795488357544,21.6018619537354,0,0.455069780349731,0.381987512111664,1.27985143661499,0.783032238483429,0.0720884948968887,0.0437767021358013,0.151002466678619,0.736474573612213,-0.0652415677905083,0.43031507730484,-0.0812915563583374,0.456096172332764,1.00435781478882,628950,3691950
"99",28.228160923143,0.0299999997970657,0.860592376225644,0.0100361331788069,49.9999991749909,0.617472332570348,23.6434625294624,0.012061954346536,0.00644249065437275,2.43523689120144,0.0395,0.074,0.0595,0.1358,0.2769,0.3056,0.3371,0.2407,0.1357,0.627065122127533,21.5512142181396,0,0.483230203390121,0.401427507400513,1.36739063262939,0.6862713098526,0.134789496660233,0.0456050783395767,0.158115595579147,0.734761476516724,-0.0410407148301601,0.44855734705925,-0.0750018134713173,0.475336939096451,1.00766289234161,629110,3691310
"100",25.595893633921,0.0299999998234017,0.659955326021549,0.0299999997435605,49.9450452449909,-7.23403619936661,23.5864419813581,-0.00100468148640875,0.00759093740481726,1.37353216757982,0.0464,0.0806,0.0757,0.1456,0.2462,0.2685,0.2948,0.2725,0.1632,0.515134751796722,19.1574573516846,0,0.397314578294754,0.323942512273788,1.04710674285889,0.884767055511475,0.0161268971860409,0.0447430424392223,0.146237090229988,0.652018308639526,-0.0889029502868652,0.376681268215179,-0.0930453389883041,0.402564108371735,0.995394229888916,631490,3695670
"102",28.271865808128,0.0299999998002157,0.646722862262772,0.0299999999938333,45.2788994259328,-7.50443556750947,18.3115744854551,-0.00309288012912637,0.00791219283072623,1.19428461550748,0.0498,0.0837,0.0725,0.1404,0.2492,0.274,0.2963,0.2812,0.1677,0.563413023948669,19.9076499938965,0,0.408118486404419,0.330687493085861,1.0647714138031,0.877020716667175,0.0151098882779479,0.0436795502901077,0.153422817587852,0.679298281669617,-0.0796433985233307,0.359423398971558,-0.0665351524949074,0.406985849142075,0.994447708129883,631810,3690610
"103",30.4793702431734,0.0299999997921721,0.875029581742373,0.0100000005336009,13.0584152831208,0.505708576545235,20.3329393635083,0.0123949405031709,0.00642184893900718,2.45111671470321,0.042,0.0772,0.0628,0.1359,0.2835,0.3192,0.3461,0.2446,0.1393,0.613898992538452,21.1992053985596,0,0.480378538370132,0.397794991731644,1.34829294681549,0.750625252723694,0.0946972742676735,0.0462225414812565,0.158220022916794,0.722801268100739,-0.0527307540178299,0.431684374809265,-0.0785254687070847,0.471187561750412,1.0016450881958,629150,3691250
"104",31.3224806436064,0.0299999997969801,0.747540776733919,0.0299999999754664,49.9999988232076,-4.56739535285422,20.8322023845771,0.000910065093695241,0.00776861758250624,1.87935058636392,0.0509,0.0862,0.0719,0.151,0.2813,0.311,0.3446,0.2907,0.1691,0.567076623439789,20.1025619506836,0,0.469229102134705,0.383309990167618,1.2838499546051,0.826356709003448,0.0466426648199558,0.0455957464873791,0.158840462565422,0.684436798095703,-0.0719198659062386,0.398426979780197,-0.0715287625789642,0.458329111337662,0.98955625295639,628730,3694230
"105",33.1625613694177,0.0299999844623471,0.937846584523593,0.0299999665461659,26.2310890157876,0.964690709884387,20.296380456686,0.0165966980064131,0.00563348221668921,2.52748455767206,0.0406,0.0748,0.0566,0.132,0.2704,0.2893,0.3264,0.2291,0.1315,0.592103838920593,20.8006649017334,0,0.450818687677383,0.371984988451004,1.25667977333069,0.746793687343597,0.105894818902016,0.0483004674315453,0.154068797826767,0.708088159561157,-0.0565960183739662,0.43651020526886,-0.0767282545566559,0.446786731481552,1.01498258113861,626690,3694790
"106",35.4300228643336,0.0299999998250379,0.837788255136282,0.0299999146292249,23.6547290852427,-1.85250001381669,21.2176501742974,0.00413379319399097,0.00760462830417073,2.13691261929227,0.051,0.085,0.0729,0.1506,0.3047,0.3371,0.3678,0.2917,0.1638,0.580876469612122,20.4142322540283,0,0.483392745256424,0.398669987916946,1.34112596511841,0.781100869178772,0.0740189850330353,0.047144778072834,0.156557559967041,0.69538426399231,-0.0543438978493214,0.410100221633911,-0.0696840435266495,0.47043776512146,1.00724279880524,628310,3693770
"107",29.1847984862881,0.0299999995462367,0.720040047102041,0.0299999991158099,49.9999996353529,-5.65977864729489,20.4664381045459,-0.00103413272965339,0.00795616475512414,1.61916522574883,0.0523,0.088,0.0778,0.1519,0.2752,0.3071,0.3332,0.2923,0.1688,0.510629534721375,18.8116245269775,0,0.435894757509232,0.353737503290176,1.15383565425873,0.884941041469574,0.0124808140099049,0.0447399020195007,0.154075637459755,0.640629470348358,-0.0813539400696754,0.377801537513733,-0.0736817568540573,0.429156839847565,0.987907648086548,628670,3694250
"108",30.6433976708004,0.0299999984918962,0.72071443572823,0.0299999964793812,49.9999961454182,-5.74412358922746,20.553262917315,-0.000553237185459479,0.00786852869426604,1.74886735075991,0.0511,0.0878,0.0739,0.1526,0.2775,0.3112,0.3441,0.2961,0.1744,0.557527899742126,19.9270191192627,0,0.460736960172653,0.375902503728867,1.25525510311127,0.855999290943146,0.0313190221786499,0.044987965375185,0.155834838747978,0.67848140001297,-0.0824954137206078,0.396359622478485,-0.074511431157589,0.45211187005043,0.97888320684433,628730,3694190
"109",30.8060388117659,0.029999999765928,0.843015086861743,0.0299828561250016,49.9999980616191,-2.1075989424426,23.5045242549348,0.00742915523219124,0.00700879458629631,2.23067371409704,0.0458,0.0846,0.0728,0.1584,0.3001,0.3319,0.3603,0.2784,0.1642,0.574333846569061,20.7006969451904,0,0.46480318903923,0.39121749997139,1.32543933391571,0.709082841873169,0.119780167937279,0.0457199066877365,0.154778659343719,0.705863356590271,-0.0379701815545559,0.456657499074936,-0.0902437269687653,0.466460406780243,1.02162539958954,628970,3691830
"110",35.1224926692703,0.0299999989078323,0.78001232960948,0.0299999851391414,46.5763180338664,-3.45684534229341,20.313794935154,0.00588210822013461,0.00706173607393567,2.07731021767455,0.0443,0.0809,0.0676,0.1411,0.2728,0.3097,0.3454,0.277,0.1646,0.594727694988251,20.9781551361084,0,0.466419965028763,0.390244990587234,1.31862556934357,0.789766430854797,0.0704298838973045,0.0449393689632416,0.153396874666214,0.715286374092102,-0.0619874820113182,0.42595762014389,-0.0810962915420532,0.46348112821579,1.00469946861267,628890,3691930
"111",24.5038303399587,0.0299999759153895,0.733388468782473,0.0299999006521793,49.9999982358111,-5.50957641467713,20.6523840498376,0.000430272409316736,0.00775751775870248,1.82736593977662,0.054,0.0961,0.0881,0.1648,0.2868,0.3154,0.34,0.2921,0.1737,0.509387493133545,19.1490421295166,0,0.41658279299736,0.343764990568161,1.12073504924774,0.83430290222168,0.0418429858982563,0.0443525090813637,0.153163582086563,0.651743769645691,-0.075044646859169,0.404138207435608,-0.0919758602976799,0.421288013458252,0.993593692779541,631450,3695670
"113",32.0770426225956,0.0299999980475499,0.793449672782739,0.010000078882016,19.1554869742212,0.233365129651318,19.5972134453911,0.00924987348880177,0.00671386992077576,2.24112528175251,0.0383,0.0716,0.0534,0.1239,0.2554,0.2896,0.3159,0.2413,0.1375,0.635577797889709,21.6197624206543,0,0.466218829154968,0.383619993925095,1.28584349155426,0.773317754268646,0.0758918598294258,0.0467785336077213,0.157141819596291,0.735889077186584,-0.0551323816180229,0.421113669872284,-0.0648736134171486,0.458312839269638,1.01182079315186,627050,3694890
"114",35.6211613306076,0.029999996962203,0.841956495894731,0.0299999983275183,49.9999242353623,-1.07530506573301,18.7389945577624,0.00507705498836746,0.00751696724110656,2.17987014034865,0.05,0.086,0.0705,0.1476,0.309,0.338,0.3683,0.2901,0.1638,0.58532303571701,20.4890308380127,0,0.486087381839752,0.400665014982224,1.34916341304779,0.7957563996315,0.0649201348423958,0.0468926578760147,0.15549448132515,0.697923183441162,-0.0578248389065266,0.406944781541824,-0.0677867159247398,0.472103953361511,1.00512504577637,628290,3693750
"116",26.9677702349217,0.0299999849777505,0.620083834290182,0.0299999683577062,49.5711759539959,-10.0407526762088,18.1550507698019,-0.00373306355196024,0.00782262352837472,1.03243262442141,0.0542,0.0918,0.0863,0.1555,0.2695,0.2976,0.3242,0.3093,0.1933,0.464346408843994,17.8537273406982,0,0.411665916442871,0.334637492895126,1.07797288894653,0.939264476299286,-0.00876614823937416,0.0397218018770218,0.146917909383774,0.608100354671478,-0.0938058793544769,0.403397530317307,-0.0868216529488564,0.410376489162445,0.972178637981415,628630,3694130
"117",30.4598450261332,0.0299995788227958,0.66349153717752,0.0299999951191465,12.5573643852505,-8.02462320060303,17.6409807430407,-0.00326255430410582,0.00804731794167827,1.20920153471815,0.0561,0.0908,0.0821,0.1525,0.2739,0.3034,0.3295,0.3056,0.1816,0.490022867918015,18.264102935791,0,0.424791306257248,0.342065006494522,1.10526823997498,0.938382267951965,-0.0159148629754782,0.0432576760649681,0.152648150920868,0.622043132781982,-0.0954549908638,0.35839432477951,-0.0717491954565048,0.417547166347504,0.97845858335495,628650,3694190
"118",30.4883440590986,0.0299801789164694,0.755377329299432,0.0100000013011607,49.9999991890257,-1.81272424325848,19.3836544148031,0.00603119001283409,0.00716427753482271,2.1276726178685,0.0417,0.079,0.0612,0.1371,0.2773,0.3163,0.3398,0.2693,0.1575,0.629995822906494,21.5823593139648,0,0.48297655582428,0.400454998016357,1.36101603507996,0.754215002059937,0.0914331749081612,0.0438449308276176,0.155242055654526,0.735417008399963,-0.0520462840795517,0.440212041139603,-0.0742631107568741,0.474066108465195,1.00986397266388,628890,3692130
"119",30.6541926750205,0.0299999999929769,0.714596083739654,0.0299999846196811,20.5034324440505,-5.80351117719213,19.921050641933,-0.00125053667190531,0.00798780445702434,1.60127872534473,0.053,0.0895,0.0799,0.1524,0.2776,0.3089,0.3378,0.297,0.1715,0.507428348064423,18.7343597412109,0,0.439611941576004,0.357177495956421,1.1653653383255,0.876119434833527,0.017366923391819,0.0451628342270851,0.154743030667305,0.638006031513214,-0.0797635242342949,0.378653973340988,-0.0738060548901558,0.431914538145065,0.988561987876892,628670,3694230
"120",26.9881478071778,0.0297521394211343,0.790780222812746,0.029999996803879,49.9999871932478,-3.84888843376072,23.0182085653817,0.00407528968208282,0.0073670367564158,2.03941583857127,0.0487,0.0883,0.0746,0.1612,0.2822,0.3143,0.3462,0.279,0.1627,0.528235673904419,19.2541656494141,0,0.467179417610168,0.378467500209808,1.27242362499237,0.814005732536316,0.0554455183446407,0.0457692295312881,0.161226630210876,0.655649542808533,-0.0748336687684059,0.413549482822418,-0.0754104852676392,0.455846011638641,0.981840550899506,628550,3694070
"121",36.930939506456,0.0299936992350051,0.878964673703107,0.02999987216653,49.9996333079213,0.416091274076884,22.3844700565408,0.00655560770601983,0.00724213886920452,2.18966174183143,0.0375,0.0707,0.0545,0.1244,0.2538,0.293,0.3136,0.2405,0.1315,0.660427391529083,22.1240348815918,0,0.469887167215347,0.38798001408577,1.30612206459045,0.709076285362244,0.115573272109032,0.04521494358778,0.155276566743851,0.754208087921143,-0.0538479574024677,0.422516345977783,-0.0648640692234039,0.461851686239243,1.00488448143005,628430,3691290
"122",34.3055039038044,0.0299999996372008,0.931537256347882,0.0299997724366775,49.9999993499684,0.126973653133984,22.2119332856331,0.00895031114249058,0.00708489728884518,2.40229307621853,0.0447,0.0839,0.067,0.1501,0.3087,0.3408,0.3771,0.2708,0.1496,0.636901259422302,21.7389621734619,0,0.528996765613556,0.439379990100861,1.54880821704865,0.683399021625519,0.138783410191536,0.0505491271615028,0.166892260313034,0.739928960800171,-0.0334492102265358,0.450775325298309,-0.0752333924174309,0.510110080242157,1.01360666751862,627950,3694970
"123",35.1027703829935,0.0299999996294181,1.07081988169385,0.0236497007161901,49.9999980773327,2.5404150386412,21.4425114229103,0.0136785934902311,0.00649855504268311,2.62571045076977,0.0417,0.0795,0.0607,0.1451,0.3291,0.3667,0.39,0.2492,0.1383,0.638384342193604,21.7993831634521,0,0.545050024986267,0.456725001335144,1.64313817024231,0.660538196563721,0.159878253936768,0.0483292117714882,0.161001846194267,0.743177711963654,-0.0183905102312565,0.487587064504623,-0.0797563344240189,0.524161875247955,1.02015030384064,629050,3691290
"124",31.2759815170281,0.029999992362776,0.627167801829885,0.0299999412964534,49.9973053701113,-8.61610689867651,22.3587506938522,-0.000954464981140445,0.00727829354734344,1.47551248634455,0.0443,0.0815,0.0752,0.1434,0.2585,0.285,0.3133,0.294,0.1886,0.459729880094528,17.7813453674316,0,0.399979829788208,0.327484995126724,1.04222130775452,1.02599692344666,-0.0520677976310253,0.0384412780404091,0.146859958767891,0.605632722377777,-0.098198838531971,0.407008826732635,-0.0874687880277634,0.401221573352814,0.982151389122009,626910,3694890
"125",31.3219131972411,0.0299999999981002,0.921043300450595,0.0100000006754063,22.9239974241392,1.69598798790781,19.7315707668823,0.0129179836179195,0.00649841034558148,2.5283354907055,0.0401,0.0774,0.0539,0.1364,0.2972,0.3254,0.3626,0.2465,0.137,0.674081444740295,22.4746170043945,0,0.548157453536987,0.453997492790222,1.62993192672729,0.655655205249786,0.156399562954903,0.0507599376142025,0.167258813977242,0.766117334365845,-0.0232527013868093,0.466073453426361,-0.0677421092987061,0.525184452533722,1.02862370014191,628990,3691930
"126",27.9621752516114,0.0299242693901289,0.67488124275009,0.0299999999599746,49.9999946418418,-7.47660141238037,21.9185735816115,-0.00131853429261762,0.0077034010696308,1.4204922673721,0.0478,0.0854,0.0796,0.1521,0.2641,0.296,0.3222,0.2914,0.1768,0.496532797813416,18.8205223083496,0,0.405315428972244,0.334897488355637,1.07905626296997,0.898575365543365,0.00694680726155639,0.0405770763754845,0.14587028324604,0.641623914241791,-0.083701066672802,0.396959871053696,-0.0859302505850792,0.411304235458374,0.991826176643372,628850,3692030
